Date,Open,High,Low,Close,Volume,Market Cap
Apr-17-2022,100.3066,102.4515,95.27047624305943,102.2794,2674388788.888889,33033791451.58218
Apr-16-2022,102.1203,105.2538,99.9088,100.3029,1360454577.3333333,34196829838.260334
Apr-15-2022,101.4068,103.1474,100.9513,102.123,1429049665.7777777,33903596083.20743
Apr-14-2022,100.7807851910176,102.8625,100.127085128959,101.3964,2267678373.3333335,33705393922.181904
Apr-13-2022,104.7968,107.16828151426483,99.2616,100.64652139142292,2762096909.1282053,33965413416.9971
Apr-12-2022,103.49588409415024,105.67629021125896,100.3558,104.8295,3362322636.979021,34010893337.145725
Apr-11-2022,100.03248714844486,108.9337,98.976102758719,103.65836866366703,3822596852.1181436,33971213829.011272
Apr-10-2022,111.0701,111.7512,98.9991,99.65766756435929,2834260283.672598,34734453378.299034
Apr-09-2022,112.98939659140984,112.98939659140984,112.98939659140984,112.98939659140984,1873845248,37021471251.67949
Apr-08-2022,109.9298,113.13090673885915,108.72613514381374,113.13090673885915,2951543042.2222223,36210898016.459755
Apr-07-2022,118.71845721277498,122.0517776604832,108.6054,109.7555,3572972769.672474,38186601588.434975
Apr-06-2022,113.05698619168872,119.8595,111.8099274147478,118.91484893230124,4636533997.333333,37819207023.47483
Apr-05-2022,127.00570905085496,127.3559,112.93012376028202,112.93012376028202,4354816668.097561,39657349233.36205
Apr-04-2022,132.20254560044975,136.2091324151326,126.658028293038,126.658028293038,3926432898.229965,43015284661.53554
Apr-03-2022,136.8002314166226,137.96840621206292,126.54046989837312,132.51236433866617,3772952816,43437922773.23243
Apr-02-2022,131.96458586844196,140.229,131.1907944969669,136.84674453651868,4892773316.444445,44517427978.7285
Apr-01-2022,133.9639,142.0514517587241,132.0396119102894,132.0396119102894,5804349104,44391708100.42435
Mar-31-2022,122.5331224743763,136.8913,118.74291674569582,133.82885348739686,6783690641.393728,41660423056.54975
Mar-30-2022,120.29661658775456,128.593356388549,119.83126917131068,122.49756709121088,5910328532.292683,40161847816.25475
Mar-29-2022,111.74000478369668,123.82191831572985,107.44863201075366,120.26812664488584,4879497393.777778,37448984012.091064
Mar-28-2022,105.98293364047176,115.4559,105.98293364047176,111.80216260115512,4305544045.333333,36152048639.36853
Mar-27-2022,106.96232451087036,113.431,105.319971154411,105.63181621490514,3440579599.111111,35583879436.54363
Mar-26-2022,101.83008706417452,107.29060353654803,99.14564480083165,107.10647385293372,1781452762.6666667,33181406053.018085
Mar-25-2022,98.63087747522792,103.2483,97.84280118769274,101.85037721798604,2466659556,32743516083.91858
Mar-24-2022,102.33850320096008,104.6564,97.21849899472063,98.76050728557416,3827302912.888889,32832819442.182297
Mar-23-2022,94.97890047252216,103.4874,94.07253642767829,102.26183971777306,3520549959.111111,31972355075.075394
Mar-22-2022,90.50209658761588,96.06437580922292,89.63725942513194,95.10271747092176,2120785514.1463416,29565455874.108208
Mar-21-2022,88.76828652467186,93.6675,88.18192702192376,90.6124678591174,2128751696,29287239164.761547
Mar-20-2022,88.5311152017071,91.13557769219376,87.11693859352216,88.77027251383889,1694114116.8888888,28492018845.135376
Mar-19-2022,92.4142311179586,92.4142311179586,88.1216892409003,88.68228512114048,1820085676.8888888,28892725506.496323
Mar-18-2022,89.79708454272091,94.4389806994186,89.40810038553467,92.3859025325588,2720763160.888889,29273330959.02153
Mar-17-2022,87.86484895162582,91.80459198025672,84.68272578955698,89.70616554984645,2850402360.888889,28029758700.113148
Mar-16-2022,87.79717201537679,90.67972583119608,86.7509,87.80915917048367,2509483485.3333335,28428192384.916916
Mar-15-2022,82.87006735070167,87.73100446421137,81.67925679895443,87.73100446421137,2256502411.111111,27007670994.41331
Mar-14-2022,81.18682207420515,85.12167638011316,79.09240615135366,82.92012244955522,1689243390.6666667,26144035642.198338
Mar-13-2022,78.84523086193796,81.9841,78.133,81.047044929393,1749547248,25874063027.44822
Mar-12-2022,81.4134629804096,82.8118,78.09488280181606,78.91477174427052,1078182421.7777777,26192244135.11627
Mar-11-2022,80.67443320370445,82.66853723409406,80.67443320370445,81.63673413990475,1587612035.3333333,26253787450.06567
Mar-10-2022,82.94484320258118,84.01884034021049,80.1803749777916,80.76296928153728,2044308961.3333333,26304138111.078815
Mar-09-2022,88.12724809997468,88.47249263696274,81.29093475009894,83.03559978612967,2562888472,26774361237.08096
Mar-08-2022,82.3104000760564,89.54092343696463,82.11409010965542,88.1519700069252,2731266129.7777777,28070513784.55284
Mar-07-2022,81.89723403007476,84.7837,81.51666998978325,82.15255980908044,2458506776.888889,26615411061.334328
Mar-06-2022,84.56732716890949,86.36024542629386,80.1262034887546,82.08508346719111,2092166047.1111112,26617141242.997272
Mar-05-2022,89.6555,89.8392,84.2452,84.68727055776866,1384062527.5555556,27931952985.648426
Mar-04-2022,88.30700259792907,90.86876133620235,86.44727408840481,89.72294837199111,2336508166.4229393,28344610657.60273
Mar-03-2022,95.62905332562858,95.7218772303813,87.60698664207584,88.26304551957928,2693458846.989474,29216722712.411385
Mar-02-2022,100.75611161641504,101.3975,94.4063,95.5292865361438,3165948792.4181185,31385728898.414417
Mar-01-2022,98.6509,106.06666273259968,97.3582,100.8434021629295,4033866579.5555553,32664436030.569885
Feb-28-2022,99.7028,101.4325,95.2683,98.7167,4330380869.333333,31312192564.176132
