Date,Open,High,Low,Close,Volume,Market Cap
Mar-12-2022,0.00002215068955986897,0.00002310127565906707,0.000021317069476157184,0.00002153461787432711,337190697.1111111,12245162117.216444
Mar-11-2022,0.00002206728057126308,0.000022695556794544263,0.00002206728057126308,0.00002216485813078736,391730457.4444444,12270023672.241102
Mar-10-2022,0.00002262561952739892,0.00002303011301561274,0.00002197116256813637,0.000022085339308022823,481512905.7777778,12289305382.97519
Mar-09-2022,0.0000238507805515174,0.00002387415873675754,0.00002251546958979232,0.000022634515646964544,558995011.6666666,12567607240.664625
Mar-08-2022,0.000022927098184883383,0.000024537096657669203,0.00002291769227491052,0.00002384527143658065,577156000,13122097156.287697
Mar-07-2022,0.000022853844367482783,0.000023483011857824515,0.00002269540302937634,0.00002290736794116945,553959374.7777778,12674246453.686779
Mar-06-2022,0.000023558655655807903,0.000023831204301496787,0.000022269829243101872,0.00002285229435122137,476254812.3333333,12726061312.267391
Mar-05-2022,0.000024606180290130984,0.00002475777070091607,0.00002350483452570473,0.00002355724710932549,445517797.3333333,13204726488.859444
Mar-04-2022,0.00002353596834762929,0.00002481478283280401,0.000023255907188028746,0.0000245932789996436,583908379.4121864,13255187214.467197
Mar-03-2022,0.00002508656842863101,0.00002524650738466426,0.000023265648126053557,0.00002351327545563398,625970344.1964912,13443365798.40693
Mar-02-2022,0.00002591940027157508,0.00002616502462290272,0.000024656667185928825,0.000025087518587877497,680571686.1324042,13998602698.419697
Mar-01-2022,0.000027106542315443076,0.000027106542315443076,0.000025660508014202525,0.000025901971273482376,1081165244.6666667,14505448492.358147
Feb-28-2022,0.000025784753208182645,0.00002825810216081327,0.000025493699728556013,0.000027069307474334267,1181564235.5555556,14488889471.215229
